RTH #	RSH #	RTK #	TH	SH	K	H POS	RTH Keyword	RSH Keyword	RTK Keyword	RTH Read	TH Read	RTH Lesson	RSH Lesson	RTK Lesson	K and H check	SH and TH check	K and TH keywords	SH and TH keywords	K and H Visual Check	orthodox	prc_variant	jpn_variant	is_duplicate
1279	1328	2096	巴	巴	巴		crust	crust	comma-design	bā	bā|bà	RTH1-L44	RSH1-L44	RTK3v2-CH01	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		巴			FALSE
1280	1329	1752	把	把	把	v.	grasp	grasp	grasp	bǎ	bǎ|bà	RTH1-L44	RSH1-L44	RTK1v5-L45	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		把			FALSE
1281	1330		爸	爸	爸		papa	papa		bà	bà	RTH1-L44	RSH1-L44		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		爸			FALSE
1282	1331		吧	吧	吧	n.	bar	bar		bā	ba|bā	RTH1-L44	RSH1-L44		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		吧			FALSE
1283	1332	1753	色	色	色	n.	color	color	color	sè	sè|shǎi	RTH1-L44	RSH1-L44	RTK1v5-L45	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		色			FALSE
1284	1333	1754	絕	绝	絶		discontinue	discontinue	discontinue	jué	jué	RTH1-L44	RSH1-L44	RTK1v5-L45	K <> H	SH <> TH	K key = TH key	SH key = TH key	Variant	絕	绝	絶	FALSE
1285	1335	1757	甘	甘	甘		sweet	sweet	sweet	gān	gān	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		甘			FALSE
1286	1336	1759	某	某	某	adj.	such and such	such and such	so-and-so	mǒu	mǒu	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		某			FALSE
1287	1337		其	其	其		his-hers-its-theirs	his-hers-its-theirs		qí	qí|jī	RTH1-L45	RSH1-L45		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		其			FALSE
1288	1338	1765	期	期	期		period of time	period of time	period	qī	qī|jī	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		期			FALSE
1289	1339	1767	基	基	基	n.	base	base	fundamentals	jī	jī	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		基			FALSE
1290	1341	2890	斯	斯	斯		Sphinx	Sphinx	this	sī	sī	RTH1-L45	RSH1-L45	RTK3v2-CH03	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		斯			FALSE
1291	1340	1768	甚	甚	甚		tremendously	tremendously	tremendously	shèn	shèn|shén	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		甚			FALSE
1292	1342	1771	貴	贵	貴		expensive	expensive	precious	guì	guì	RTH1-L45	RSH1-L45	RTK1v5-L46	K = TH	SH <> TH	K key <> TH key	SH key = TH key		貴	贵		FALSE
1293	1343	1772	遺	遗	遺		bequeath	bequeath	bequeath	yí	yí|wèi	RTH1-L45	RSH1-L45	RTK1v5-L46	K = TH	SH <> TH	K key = TH key	SH key = TH key		遺	遗		FALSE
1294	1344	1774	舞	舞	舞	n./v.	dance	dance	dance	wǔ	wǔ	RTH1-L45	RSH1-L45	RTK1v5-L46	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		舞			FALSE
1295	611	1775	無	无	無		nothing	nothing	nothingness	wú	wú|mó	RTH1-L45	RSH1-L22	RTK1v5-L46	K = TH	SH <> TH	K key <> TH key	SH key = TH key		無	无		FALSE
1296	612	2270	撫	抚	撫	v.	comfort	comfort	petting	fǔ	fǔ	RTH1-L45	RSH1-L22	RTK3v2-CH02	K = TH	SH <> TH	K key <> TH key	SH key = TH key		撫	抚		FALSE
1297	1345	2034	且	且	且		moreover	moreover	moreover	qiě	qiě	RTH1-L45	RSH1-L46	RTK1v5-L56	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		且			FALSE
1298	1346	2206	姐	姐	姐		older sister	older sister	young miss	jiě	jiě	RTH1-L45	RSH1-L46	RTK3v2-CH02	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		姐			FALSE
1299	1347	1776	組	组	組	n.	group	group	association	zǔ	zǔ	RTH1-L45	RSH1-L46	RTK1v5-L47	K = TH	SH <> TH	K key <> TH key	SH key = TH key		組	组		FALSE
1300	1348	1779	祖	祖	祖		ancestor	ancestor	ancestor	zǔ	zǔ	RTH1-L45	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		祖			FALSE
1301	1349	1782	助	助	助	v.	assist	assist	help	zhù	zhù	RTH1-L45	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		助			FALSE
1302	ch # 0863	1785	並	并	並		side by side		row	bìng	bìng	RTH1-L46		RTK1v5-L47	K = TH	SH <> TH	K key <> TH key	RSH key missing		並	并		FALSE
1303	1350	1786	普	普	普		universal	universal	universal	pǔ	pǔ	RTH1-L46	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		普			FALSE
1304	1351	1792	業	业	業		profession	profession	profession	yè	yè	RTH1-L46	RSH1-L46	RTK1v5-L47	K = TH	SH <> TH	K key = TH key	SH key = TH key		業	业		FALSE
1305	642	1726	對	对	対		that's right	that's right	vis-a-vis	duì	duì	RTH1-L46	RSH1-L22	RTK1v5-L45	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Old variant	對	对	対	FALSE
1306	1356	1795	共	共	共		together	together	together	gòng	gòng	RTH1-L46	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		共			FALSE
1307	1357	1796	供	供	供	n./v.	supply	supply	submit	gōng	gōng|gòng	RTH1-L46	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		供			FALSE
1308	616	1797	異	异	異		different	different	uncommon	yì	yì	RTH1-L46	RSH1-L22	RTK1v5-L47	K = TH	SH <> TH	K key <> TH key	SH key = TH key		異	异		FALSE
1309	1358		巷	巷	巷		lane	lane		xiàng	xiàng|hàng	RTH1-L46	RSH1-L46		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		巷			FALSE
1310	1359	1800	港	港	港	n.	port	port	harbor	gǎng	gǎng	RTH1-L46	RSH1-L46	RTK1v5-L47	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		港			FALSE
1311	297	1804	選	选	選		choose	choose	elect	xuǎn	xuǎn	RTH1-L46	RSH1-L13	RTK1v5-L47	K = TH	SH <> TH	K key <> TH key	SH key = TH key		選	选		FALSE
1312	1360	1806	井	井	井	n.	well	well	well	jǐng	jǐng	RTH1-L47	RSH1-L47	RTK1v5-L48	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		井			FALSE
1313	1353	1809	亞	亚	亜		Asia	Asia	Asia	yà	yà	RTH1-L47	RSH1-L46	RTK1v5-L48	K <> H	SH <> TH	K key = TH key	SH key = TH key	Japanese variant	亞	亚	亜	FALSE
1314	1354	1810	惡	恶	悪	n./adj.	evil	evil	bad	è	è|ě|wù	RTH1-L47	RSH1-L46	RTK1v5-L48	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	惡	恶	悪	FALSE
1315	1363	1812	角	角	角		angle	angle	angle	jiǎo	jiǎo|jué	RTH1-L47	RSH1-L47	RTK1v5-L48	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		角			FALSE
1316	1364	1814	解	解	解		untie	untie	unravel	jiě	jiě|jiè|xiè	RTH1-L47	RSH1-L47	RTK1v5-L48	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		解			FALSE
1317	1365		嘴	嘴	嘴		orifice	orifice		zuǐ	zuǐ	RTH1-L47	RSH1-L47		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		嘴			FALSE
1318	1366	1815	再	再	再		once more	once more	again	zài	zài	RTH1-L47	RSH1-L47	RTK1v5-L48	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		再			FALSE
1319	801	905	稱	称	称		weigh	weigh	appellation	chēng	chēng|chèn	RTH1-L47	RSH1-L26	RTK1v5-L26	K = SH	SH <> TH	K key <> TH key	SH key = TH key		稱	称		FALSE
1320	1361	1816	講	讲	講	v.	lecture	lecture	lecture	jiǎng	jiǎng	RTH1-L47	RSH1-L47	RTK1v5-L48	K = TH	SH <> TH	K key = TH key	SH key = TH key		講	讲		FALSE
1321	687	1818	構	构	構	v.	frame	frame	posture	gòu	gòu	RTH1-L47	RSH1-L22	RTK1v5-L48	K = TH	SH <> TH	K key <> TH key	SH key = TH key		構	构		FALSE
1322	1367		扁	扁	扁	adj.	flat	flat		biǎn	biǎn|piān	RTH1-L47	RSH1-L47		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		扁			FALSE
1323	1368	2645	篇	篇	篇		piece of writing	piece of writing	livraison	piān	piān	RTH1-L47	RSH1-L47	RTK3v2-CH02	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		篇			FALSE
1324	1369	1825	編	编	編		compile	compile	compilation	biān	biān	RTH1-L47	RSH1-L47	RTK1v5-L48	K = TH	SH <> TH	K key <> TH key	SH key = TH key		編	编		FALSE
1325	465	1820	論	论	論		theory	theory	argument	lùn	lùn|lún	RTH1-L47	RSH1-L18	RTK1v5-L48	K = TH	SH <> TH	K key <> TH key	SH key = TH key		論	论		FALSE
1326	466	1822	輪	轮	輪		wheel	wheel	wheel	lún	lún	RTH1-L47	RSH1-L18	RTK1v5-L48	K = TH	SH <> TH	K key = TH key	SH key = TH key		輪	轮		FALSE
1327	1370	1827	典	典	典		canon	canon	code	diǎn	diǎn	RTH1-L47	RSH1-L47	RTK1v5-L48	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		典			FALSE
1328	1371	1828	氏	氏	氏		family name	family name	family name	shì	shì|zhī	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		氏			FALSE
1329	1372	1829	紙	纸	紙		paper	paper	paper	zhǐ	zhǐ	RTH1-L48	RSH1-L48	RTK1v5-L49	K = TH	SH <> TH	K key = TH key	SH key = TH key		紙	纸		FALSE
1330	1373	2451	昏	昏	昏		dusk	dusk	dusk	hūn	hūn	RTH1-L48	RSH1-L48	RTK3v2-CH02	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		昏			FALSE
1331	1374	1830	婚	婚	婚		marriage	marriage	marriage	hūn	hūn	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		婚			FALSE
1332	1375	1831	低	低	低		low	low	lower	dī	dī	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		低			FALSE
1333	1376	1833	底	底	底		bottom	bottom	bottom	dǐ	dǐ	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		底			FALSE
1334	1377	1834	民	民	民		people	people	people	mín	mín	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		民			FALSE
1335	1378	1835	眠	眠	眠	n.	slumber	slumber	sleep	mián	mián	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		眠			FALSE
1336	1379	2097	甫	甫	甫		Fu	Fu	offspring	fǔ	fǔ	RTH1-L48	RSH1-L48	RTK3v2-CH01	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		甫			FALSE
1337	406	1840	補	补	補	v.	patch	patch	supplement	bǔ	bǔ	RTH1-L48	RSH1-L18	RTK1v5-L49	K = TH	SH <> TH	K key <> TH key	SH key = TH key		補	补		FALSE
1338	1381	47	博	博	博		knowledgeable	knowledgeable	Dr.	bó	bó	RTH1-L48	RSH1-L48	RTK1v5-L03	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		博			FALSE
1339	1382		搏	搏	搏		wrestle	wrestle		bó	bó	RTH1-L48	RSH1-L48		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		搏			FALSE
1340	1383	1846	都	都	都		metropolis	metropolis	metropolis	dū	dōu	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		都			FALSE
1341	1384	1845	部	部	部		department	department	section	bù	bù	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		部			FALSE
1342	1385	1851	郎	郎	郎		young man	young man	son	láng	láng|làng	RTH1-L48	RSH1-L48	RTK1v5-L49	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		郎			FALSE
1343	1387	1849	鄉	乡	郷		countryside	countryside	hometown	xiāng	xiāng	RTH1-L48	RSH1-L48	RTK1v5-L49	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	鄉	乡	郷	FALSE
1344	189	1850	響	响	響	n.	echo	echo	echo	xiǎng	xiǎng	RTH1-L48	RSH1-L09	RTK1v5-L49	K = TH	SH <> TH	K key = TH key	SH key = TH key		響	响		FALSE
1345	1388	1859	段	段	段	n.	section	section	grade	duàn	duàn	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		段			FALSE
1346	1389	1860	鍛	锻	鍛	v.	forge	forge	forge	duàn	duàn	RTH1-L49	RSH1-L49	RTK1v5-L50	K = TH	SH <> TH	K key = TH key	SH key = TH key		鍛	锻		FALSE
1347	1390	1862	幻	幻	幻		unreal	unreal	phantasm	huàn	huàn	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		幻			FALSE
1348	1391	1863	司	司	司		take charge of	take charge of	director	sī	sī	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		司			FALSE
1349	1392	1865	詞	词	詞	n.	word	word	parts of speech	cí	cí	RTH1-L49	RSH1-L49	RTK1v5-L50	K = TH	SH <> TH	K key <> TH key	SH key = TH key		詞	词		FALSE
1350	1394	1868	舟	舟	舟		boat	boat	boat	zhōu	zhōu	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		舟			FALSE
1351	1395	1874	船	船	船	n.	ship	ship	ship	chuán	chuán	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		船			FALSE
1352	1396	1871	般	般	般	n.	sort	sort	carrier	bān	bān|pán|bō	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		般			FALSE
1353	1397	1872	盤	盘	盤		tray	tray	tray	pán	pán	RTH1-L49	RSH1-L49	RTK1v5-L50	K = TH	SH <> TH	K key = TH key	SH key = TH key		盤	盘		FALSE
1354	1398	1873	搬	搬	搬		relocate	relocate	conveyor	bān	bān	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		搬			FALSE
1355	1399	1877	瓜	瓜	瓜		melon	melon	melon	guā	guā	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		瓜			FALSE
1356	1400	1879	孤	孤	孤		orphan	orphan	orphan	gū	gū	RTH1-L49	RSH1-L49	RTK1v5-L50	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		孤			FALSE
1357	1401	1881	益	益	益	n.	benefit	benefit	benefit	yì	yì	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		益			FALSE
1358	1402	966	假	假	仮	n.	vacation	vacation	provisional	jià	jiǎ|jià	RTH1-L50	RSH1-L50	RTK1v5-L27	K <> H	SH = TH	K key <> TH key	SH key = TH key	Japanese variant	假		仮	FALSE
1359	510	2689	蝦	虾	蝦		shrimp	shrimp	shrimp	xiā	xiā|há	RTH1-L50	RSH1-L20	RTK3v2-CH02	K = TH	SH <> TH	K key = TH key	SH key = TH key		蝦	虾		FALSE
1360	1404	1885	氣	气	気	n.	air	air	spirit	qì	qì	RTH1-L50	RSH1-L50	RTK1v5-L51	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	氣	气	気	FALSE
1361	1405	1886	汽	汽	汽		vapor	vapor	vapor	qì	qì	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		汽			FALSE
1362	96	1887	飛	飞	飛	v.	fly	fly	fly	fēi	fēi	RTH1-L50	RSH1-L06	RTK1v5-L51	K = TH	SH <> TH	K key = TH key	SH key = TH key		飛	飞		FALSE
1363	1406	1892	面	面	面		face-to-face	face-to-face	mask	miàn	miàn	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		面			FALSE
1364	ch # 1406	2752	麵	面	麺		noodles		noodles	miàn	miàn	RTH1-L50		RTK3v2-CH02	K <> H	SH <> TH	K key = TH key	RSH key missing	Variant	麵	面	麺	FALSE
1365	1407	1893	革	革	革	n.	leather	leather	leather	gé	gé|jí	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		革			FALSE
1366	1408		鞋	鞋	鞋		shoes	shoes		xié	xié	RTH1-L50	RSH1-L50		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		鞋			FALSE
1367	1410	2925	馨	馨	馨		fragrant	fragrant	ambrosial	xīn	xīn	RTH1-L50	RSH1-L50	RTK3v2-CH03	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		馨			FALSE
1368	1411	1896	聲	声	声	n.	voice	voice	voice	shēng	shēng	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH	SH <> TH	K key = TH key	SH key = TH key		聲	声		FALSE
1369	437	1897	吳	吴	呉		Wu	Wu	give	wú	Wú	RTH1-L50	RSH1-L18	RTK1v5-L51	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	吳	吴	呉	FALSE
1370	438	1898	娛	娱	娯		amusement	amusement	recreation	yú	yú	RTH1-L50	RSH1-L18	RTK1v5-L51	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	娛	娱	娯	FALSE
1371	439	1899	誤	误	誤		error	error	mistake	wù	wù	RTH1-L50	RSH1-L18	RTK1v5-L51	K = TH	SH <> TH	K key <> TH key	SH key = TH key		誤	误		FALSE
1372	1412	1901	承	承	承		undertake	undertake	acquiesce	chéng	chéng	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		承			FALSE
1373	1413	1900	蒸	蒸	蒸	v.	steam	steam	steam	zhēng	zhēng	RTH1-L50	RSH1-L50	RTK1v5-L51	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		蒸			FALSE
1374	1414	1904	牙	牙	牙		tooth	tooth	tusk	yá	yá	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		牙			FALSE
1375	1415	2616	穿	穿	穿		pass through	pass through	drill	chuān	chuān	RTH1-L51	RSH1-L51	RTK3v2-CH02	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		穿			FALSE
1376	1416		呀	呀	呀		wow!	wow!		ya	ya|yā	RTH1-L51	RSH1-L51		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		呀			FALSE
1377	1417	1908	釋	释	釈		explain	explain	explanation	shì	shì	RTH1-L51	RSH1-L51	RTK1v5-L52	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	釋	释	釈	FALSE
1378	1418	1909	番	番	番	n.	try	try	turn	fān	fān|Pān	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		番			FALSE
1379	1419	1911	翻	翻	翻		turn over	turn over	flip	fān	fān	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		翻			FALSE
1380	1420	2262	播	播	播	v.	broadcast	broadcast	disseminate	bō	bō	RTH1-L51	RSH1-L51	RTK3v2-CH02	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		播			FALSE
1381	1421	1913	毛	毛	毛		fur	fur	fur	máo	máo	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		毛			FALSE
1382	1422	1915	尾	尾	尾		tail	tail	tail	wěi	wěi|yǐ	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		尾			FALSE
1383	1425	1916	宅	宅	宅	n.	dwelling	dwelling	home	zhái	zhái	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		宅			FALSE
1384	1424	1917	託	托	託		entrust	entrust	consign	tuō	tuō	RTH1-L51	RSH1-L51	RTK1v5-L52	K = TH	SH <> TH	K key <> TH key	SH key = TH key		託	托		FALSE
1385	746	1918	為	为	為	v.	act	act	do	wèi	wèi|wéi	RTH1-L51	RSH1-L24	RTK1v5-L52	K = TH	SH <> TH	K key <> TH key	SH key = TH key		為	为		FALSE
1386	797	1919	偽	伪	偽		bogus	bogus	falsehood	wěi	wěi	RTH1-L51	RSH1-L26	RTK1v5-L52	K = TH	SH <> TH	K key <> TH key	SH key = TH key		偽	伪		FALSE
1387	1428	1920	長	长	長		long	long	long	cháng	cháng|zhǎng	RTH1-L51	RSH1-L51	RTK1v5-L52	K = TH	SH <> TH	K key = TH key	SH key = TH key		長	长		FALSE
1388	1429	1921	張	张	張	v.	stretch	stretch	lengthen	zhāng	zhāng	RTH1-L51	RSH1-L51	RTK1v5-L52	K = TH	SH <> TH	K key <> TH key	SH key = TH key		張	张		FALSE
1389	1430		漲	涨	漲	v.	swell	swell		zhàng	zhǎng|zhàng	RTH1-L51	RSH1-L51		K = TH	SH <> TH	RTK key missing	SH key = TH key		漲	涨		FALSE
1390	1498	2901	套	套	套	n.	cover	cover	hackneyed	tào	tào	RTH1-L51	RSH1-L55	RTK3v2-CH03	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		套			FALSE
1391	ch # 1304	1924	髮	发	髪		hair of the head		hair of the head	fà	fà	RTH1-L51		RTK1v5-L52	K <> H	SH <> TH	K key = TH key	RSH key missing	Japanese variant	髮	发	髪	FALSE
1392	1426	1925	展	展	展		unfold	unfold	unfold	zhǎn	zhǎn	RTH1-L51	RSH1-L51	RTK1v5-L52	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		展			FALSE
1393	1427	1926	喪	丧	喪		funeral	funeral	miss	sàng	sāng|sàng	RTH1-L51	RSH1-L51	RTK1v5-L52	K = TH	SH <> TH	K key <> TH key	SH key = TH key		喪	丧		FALSE
1394	1431	2150	雁	雁	雁		wild goose	wild goose	wild goose	yàn	yàn	RTH1-L52	RSH1-L52	RTK3v2-CH02	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		雁			FALSE
1395	1432	607	應	应	応		ought to	ought to	apply	yīng	yīng|yìng	RTH1-L52	RSH1-L52	RTK1v5-L22	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	應	应	応	FALSE
1396	1438	1941	鳥	鸟	鳥		bird	bird	bird	niǎo	niǎo|diǎo	RTH1-L52	RSH1-L52	RTK1v5-L53	K = TH	SH <> TH	K key = TH key	SH key = TH key		鳥	鸟		FALSE
1397	1440	2237	鷹	鹰	鷹		hawk	hawk	hawk	yīng	yīng	RTH1-L52	RSH1-L52	RTK3v2-CH02	K = TH	SH <> TH	K key = TH key	SH key = TH key		鷹	鹰		FALSE
1398	1441	2835	鴨	鸭	鴨	n.	duck	duck	wild duck	yā	yā	RTH1-L52	RSH1-L52	RTK3v2-CH02	K = TH	SH <> TH	K key <> TH key	SH key = TH key		鴨	鸭		FALSE
1399	1442	1948	島	岛	島		island	island	island	dǎo	dǎo	RTH1-L52	RSH1-L52	RTK1v5-L53	K = TH	SH <> TH	K key = TH key	SH key = TH key		島	岛		FALSE
1400	1443	1956	遇	遇	遇	v.	encounter	encounter	interview	yù	yù	RTH1-L52	RSH1-L52	RTK1v5-L53	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		遇			FALSE
1401	65	2969	萬	万	萬		ten thousand	ten thousand	ten thousand [old]	wàn	wàn|Mò	RTH1-L52	RSH1-L04	RTK3v2-CH06	K = TH	SH <> TH	K key <> TH key	SH key = TH key		萬	万		FALSE
1402	292	2970	邁	迈	邁	v.	stride	stride	pass through	mài	mài	RTH1-L52	RSH1-L13	RTK3v2-CH06	K = TH	SH <> TH	K key <> TH key	SH key = TH key		邁	迈		FALSE
1403	1172	1961	岡	冈	岡		ridge of a hill	ridge of a hill	Mount	gāng	gāng	RTH1-L52	RSH1-L38	RTK1v5-L53	K = TH	SH <> TH	K key <> TH key	SH key = TH key		岡	冈		FALSE
1404	1173	1964	剛	刚	剛		just now	just now	sturdy	gāng	gāng	RTH1-L52	RSH1-L38	RTK1v5-L53	K = TH	SH <> TH	K key <> TH key	SH key = TH key		剛	刚		FALSE
1405	1444		缺	缺	缺		deficient	deficient		quē	quē	RTH1-L52	RSH1-L52		K = SH = TH	SH = TH	RTK key missing	SH key = TH key		缺			FALSE
1406	267	257	寶	宝	宝	n.	treasure	treasure	treasure	bǎo	bǎo	RTH1-L52	RSH1-L12	RTK1v5-L12	K = SH	SH <> TH	K key = TH key	SH key = TH key		寶	宝		FALSE
1407	1445	2418	遙	遥	遥	adj.	remote	remote	far off	yáo	yáo	RTH1-L52	RSH1-L52	RTK3v2-CH02	K = SH	SH <> TH	K key <> TH key	SH key = TH key		遙	遥		FALSE
1408	1446	1967	搖	摇	揺	v.	shake	shake	swing	yáo	yáo	RTH1-L52	RSH1-L52	RTK1v5-L53	K <> H	SH <> TH	K key <> TH key	SH key = TH key	Japanese variant	搖	摇	揺	FALSE
1409	1447	2093	兔	兔	兎		rabbit	rabbit	rabbit	tù	tù	RTH1-L52	RSH1-L52	RTK3v2-CH01	K <> H	SH = TH	K key = TH key	SH key = TH key	Japanese variant	兔		兎	FALSE
1410	1448	1973	逸	逸	逸		flee	flee	elude	yì	yì	RTH1-L52	RSH1-L52	RTK1v5-L53	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		逸			FALSE
1411	1449	1972	免	免	免		avoid	avoid	excuse	miǎn	miǎn	RTH1-L52	RSH1-L52	RTK1v5-L53	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		免			FALSE
1412	1450	1974	晚	晚	晩		nightfall	nightfall	nightfall	wǎn	wǎn	RTH1-L52	RSH1-L52	RTK1v5-L53	K <> H	SH = TH	K key = TH key	SH key = TH key	Variant	晚		晩	FALSE
1413	1451	1976	象	象	象		elephant	elephant	elephant	xiàng	xiàng	RTH1-L52	RSH1-L52	RTK1v5-L53	K = SH = TH	SH = TH	K key = TH key	SH key = TH key		象			FALSE
1414	1452	1977	像	像	像		likeness	likeness	statue	xiàng	xiàng	RTH1-L52	RSH1-L52	RTK1v5-L53	K = SH = TH	SH = TH	K key <> TH key	SH key = TH key		像			FALSE
1415	1453	1978	馬	马	馬		horse	horse	horse	mǎ	mǎ	RTH1-L53	RSH1-L53	RTK1v5-L54	K = TH	SH <> TH	K key = TH key	SH key = TH key		馬	马		FALSE
1416	1454		媽	妈	媽		mama	mama		mā	mā	RTH1-L53	RSH1-L53		K = TH	SH <> TH	RTK key missing	SH key = TH key		媽	妈		FALSE
